部门id,部门,辅助分类,品种编号,品种名称,日期,台号,单价,销售量,赠送数量,取消数量,销售金额,赠送金额,取消金额,金额百分比,成本
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_08,272,38,1,0,0,16.8,0,0,0.0453,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_29,233,38,1,0,0,16.8,0,0,0.0616,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_22,加8,38,1,0,0,16.8,0,0,0.0442,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_29,282,38,1,0,0,16.8,0,0,0.0616,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_30,226,38,1,0,0,16.8,0,0,0.0607,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_30,262,38,1,0,0,16.8,0,0,0.0607,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_18,台1,38,1,0,0,38,0,0,0.0641,15.96
7,大厅茶位,其他,110313729,大厅茶位,2014_09_01,256,3,15,0,0,45,0,0,0.1166,1.32
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_08,258,38,2,0,0,33.6,0,0,0.0906,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_08,265,38,1,0,0,16.8,0,0,0.0453,15.96
4,味部,其他,110313469,金牌烧鹅,2014_09_01,256,198,3,0,0,135,0,0,0.3497,102.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_03,226,38,1,0,0,16.8,0,0,0.0417,15.96
2,中厨,其他,110313435,金银蒜白贝蒸胜瓜,2014_09_01,256,32,1,0,0,32,0,0,0.0829,14.72
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_24,275,38,1,0,0,16.8,0,0,0.0489,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_29,232,38,1,0,0,16.8,0,0,0.0616,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_26,282,38,1,0,0,16.8,0,0,0.0511,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_01,256,38,1,0,0,16.8,0,0,0.0435,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_29,加9,38,1,0,0,16.8,0,0,0.0616,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_09,261,38,1,0,0,16.8,0,0,0.0432,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_26,212,38,1,0,0,16.8,0,0,0.0511,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_02,233,38,1,0,0,16.8,0,0,0.0489,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_03,加8,38,1,0,0,16.8,0,0,0.0417,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_09,233,38,2,0,0,33.6,0,0,0.0865,15.96
4,味部,其他,110313917,泉水白切鳄鱼杂,2014_09_01,256,58,1,0,0,32,0,0,0.0829,29
2,中厨,其他,110313417,香煎韭菜蚬肉饼,2014_09_01,256,36,1,0,0,36,0,0,0.0932,20.16
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_08,232,38,2,0,0,33.6,0,0,0.0906,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_29,262,38,1,0,0,16.8,0,0,0.0616,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_02,221,38,2,0,0,33.6,0,0,0.0977,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_29,203,38,1,0,0,16.8,0,0,0.0616,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_10,285,38,1,0,0,16.8,0,0,0.0591,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_05,291,38,2,0,0,33.6,0,0,0.0805,15.96
4,味部,其他,110313928,鸳鸯萝卜双丸煲,2014_09_01,256,38,1,0,0,1,0,0,0.0026,18.24
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_08,231,38,1,0,0,16.8,0,0,0.0453,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_29,266,38,1,0,0,16.8,0,0,0.0616,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_12,233,38,1,0,0,16.8,0,0,0.0411,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_09,262,38,1,0,0,16.8,0,0,0.0432,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_10,281,38,1,0,0,16.8,0,0,0.0591,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_26,271,38,1,0,0,16.8,0,0,0.0511,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_04,281,38,1,0,0,16.8,0,0,0.0426,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_29,292,38,1,0,0,16.8,0,0,0.0616,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_22,加1,38,1,0,0,16.8,0,0,0.0442,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_08,215,38,1,0,0,16.8,0,0,0.0453,15.96
4,味部,其他,110313477,真味猪手,2014_09_01,256,38,1,0,0,18,0,0,0.0466,16.34
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_08,203,38,1,0,0,16.8,0,0,0.0453,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_22,285,38,1,0,0,16.8,0,0,0.0442,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_09,236,38,1,0,0,16.8,0,0,0.0432,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_12,216,38,1,0,0,16.8,0,0,0.0411,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_09,225,38,1,0,0,16.8,0,0,0.0432,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_10,加1,38,1,0,0,16.8,0,0,0.0591,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_08,261,38,2,0,0,33.6,0,0,0.0906,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_29,283,38,1,0,0,38,0,0,0.1393,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_09,231,38,1,0,0,16.8,0,0,0.0432,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_26,211,38,1,0,0,16.8,0,0,0.0511,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_24,加2,38,1,0,0,16.8,0,0,0.0489,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_02,236,38,1,0,0,16.8,0,0,0.0489,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_23,291,38,2,0,0,33.6,0,0,0.0822,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_23,加8,38,1,0,0,16.8,0,0,0.0411,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_29,261,38,1,0,0,16.8,0,0,0.0616,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_10,231,38,1,0,0,16.8,0,0,0.0591,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_22,293,38,2,0,0,33.6,0,0,0.0884,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_24,266,38,1,0,0,16.8,0,0,0.0489,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_09,215,38,1,0,0,16.8,0,0,0.0432,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_29,221,38,1,0,0,16.8,0,0,0.0616,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_09,223,38,1,0,0,16.8,0,0,0.0432,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_09,258,38,1,0,0,16.8,0,0,0.0432,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_29,263,38,1,0,0,16.8,0,0,0.0616,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_09,212,38,2,0,0,33.6,0,0,0.0865,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_22,263,38,1,0,0,16.8,0,0,0.0442,15.96
96,味部,其他,110313475,白切莲藕,2014_09_01,258,28,1,0,0,32,0,0,0.0829,15.76
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_09,221,38,1,0,0,16.8,0,0,0.0432,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_03,加5,38,1,0,0,16.8,0,0,0.0417,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_09,213,38,1,0,0,16.8,0,0,0.0432,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_27,225,38,2,0,0,33.6,0,0,0.0884,15.96
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_09,201,38,1,0,0,16.8,0,0,0.0432,15.96
99,楼面,其他,110313631,楼面,2014_09_06,261,60,14,0,0,840,0,0,1.1408,25.8
99,楼面,其他,110313631,楼面,2014_09_14,102,60,6,0,0,360,0,0,0.3325,25.8
99,楼面,其他,110313631,楼面,2014_09_11,231,60,3,0,0,90,0,0,0.2679,25.8
99,楼面,其他,110313631,楼面,2014_09_14,222,60,26,0,0,1040,0,0,0.9605,25.8
99,楼面,其他,110313631,楼面,2014_09_03,262,60,1,0,0,60,0,0,0.1489,25.8
99,楼面,其他,110313631,楼面,2014_09_23,V10,60,3,0,0,54,0,0,0.1321,25.8
99,楼面,其他,110313631,楼面,2014_09_18,V10,60,2,0,0,120,0,0,0.2024,25.8
99,楼面,其他,110313631,楼面,2014_09_03,253,60,14,0,0,336,0,0,0.8337,25.8
4,味部,其他,110313484,卤水金钱肚,2014_09_11,加2,58,1,0,0,38,0,0,0.1131,23.2
4,味部,其他,110313484,卤水金钱肚,2014_09_11,292,58,1,0,0,38,0,0,0.1131,23.2
9,海鲜,中厨,110309376,罗非头骨尾椒盐,2014_09_16,V10,15,1,0,0,20,0,0,0.0732,8.1
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_25,V3,88,1,0,0,28,0,0,0.0797,34.32
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_21,V15,88,1,0,0,88,0,0,0.1195,34.32
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_10,V5,88,1,0,0,88,0,0,0.3097,34.32
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_17,265,88,2,0,0,56,0,0,0.2139,34.32
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_26,V10,88,1,0,0,88,0,0,0.2676,34.32
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_04,223,88,1,0,0,88,0,0,0.223,34.32
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_05,V9,88,1,0,0,88,0,0,0.2109,34.32
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_11,256,88,1,0,0,28,0,0,0.0834,34.32
2,中厨,其他,110313534,豉油皇炒面,2014_09_01,258,48,1,0,0,28,0,0,0.0725,19.68
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_22,V3,88,1,0,0,88,0,0,0.2314,34.32
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_07,231,88,1,0,0,88,0,0,0.1484,34.32
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_04,V5,88,1,0,0,88,0,0,0.223,34.32
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_14,V2,88,1,0,0,78,0,0,0.072,34.32
94,中厨,中厨,110309373,豉汁正排骨,2014_09_01,258,48,1,0,0,48,0,0,0.1243,25.92
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_29,255,88,1,0,0,88,0,0,0.3227,34.32
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_29,V13,88,1,0,0,88,0,0,0.3227,34.32
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_03,271,88,2,0,0,44,0,0,0.1092,34.32
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_05,V15,88,3,0,0,84,0,0,0.2013,34.32
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_15,272,88,5,0,0,140,0,0,0.3318,34.32
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_14,V1,88,1,0,0,88,0,0,0.0813,34.32
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_20,V8,88,3,0,0,66,0,0,0.1597,34.32
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_21,V13,88,1,0,0,78,0,0,0.1059,34.32
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_03,V6,88,1,0,0,88,0,0,0.2183,34.32
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_03,V10,88,2,0,0,176,0,0,0.4367,34.32
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_19,295,88,2,0,0,56,0,0,0.1327,34.32
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_23,V8,88,1,0,0,78,0,0,0.1908,34.32
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_14,V11,88,0,0,-2,0,0,-176,0,34.32
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_23,V6,88,1,0,0,88,0,0,0.2153,34.32
3,汤水,其他,110313397,美国花旗参炖竹丝鸡,2014_09_29,205,88,1,0,0,28,0,0,0.1027,34.32
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_04,V7,42,1,0,0,42,0,0,0.1064,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_09,203,42,1,0,0,42,0,0,0.1081,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_25,V8,42,1,0,0,42,0,0,0.1196,19.74
4,味部,其他,110313471,脆皮烧肉,2014_09_01,258,48,1,0,0,38,0,0,0.0984,14.4
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_03,291,42,1,0,0,42,0,0,0.1042,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_25,V12,42,1,0,0,42,0,0,0.1196,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_28,V7,42,1,0,0,63,0,0,0.2278,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_30,加8,42,1,0,0,42,0,0,0.1519,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_09,231,42,1,0,0,38,0,0,0.0978,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_24,270,42,1,0,0,42,0,0,0.1222,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_02,226,42,1,0,0,42,0,0,0.1222,19.74
7,大厅茶位,其他,110313729,大厅茶位,2014_09_01,258,3,7,0,0,21,0,0,0.0544,1.32
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_26,216,42,1,0,0,42,0,0,0.1277,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_08,V15,42,1,0,0,42,0,0,0.1133,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_07,213,42,1,0,0,42,0,0,0.0708,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_13,268,42,1,0,0,42,0,0,0.1016,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_05,258,42,1,0,0,38,0,0,0.0911,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_07,226,42,1,0,0,38,0,0,0.0641,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_23,V2,42,1,0,0,42,0,0,0.1027,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_18,273,42,1,0,0,42,0,0,0.0708,19.74
2,中厨,其他,110313558,番薯叶,2014_09_01,258,28,1,0,0,28,0,0,0.0725,10.92
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_29,286,42,1,0,0,42,0,0,0.154,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_04,V11,42,1,0,0,42,0,0,0.1064,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_11,V6,42,1,0,0,42,0,0,0.125,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_18,台2,42,1,0,0,42,0,0,0.0708,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_16,V11,42,1,0,0,42,0,0,0.1536,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_15,256,42,1,0,0,42,0,0,0.0995,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_09,271,42,1,0,0,42,0,0,0.1081,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_21,272,42,1,0,0,38,0,0,0.0516,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_07,258,42,1,0,0,38,0,0,0.0641,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_18,加3,42,1,0,0,42,0,0,0.0708,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_19,V12,42,1,0,0,42,0,0,0.0995,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_22,281,42,1,0,0,42,0,0,0.1105,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_10,V7,42,1,0,0,57,0,0,0.2006,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_30,V7,42,1,0,0,63,0,0,0.2278,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_25,231,42,1,0,0,38,0,0,0.1082,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_04,225,42,1,0,0,42,0,0,0.1064,19.74
2,中厨,其他,110313378,黄鳝煲,2014_09_01,258,78,1,0,0,78,0,0,0.202,42.12
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_06,265,42,1,0,0,42,0,0,0.057,19.74
9,海鲜,其他,110311865,加州鲈/斤,2014_09_01,258,38.33,1.5,0,0,57,0,0,0.1476,13.03
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_08,221,42,1,0,0,42,0,0,0.1133,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_16,282,42,1,0,0,38,0,0,0.139,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_17,V3,42,1,0,0,42,0,0,0.1604,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_18,V11,42,1,0,0,42,0,0,0.0708,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_18,加6,42,1,0,0,42,0,0,0.0708,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_12,216,42,1,0,0,42,0,0,0.1027,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_05,V2,42,1,0,0,63,0,0,0.151,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_05,V10,42,1,0,0,42,0,0,0.1007,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_07,215,42,1,0,0,38,0,0,0.0641,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_08,261,42,1,0,0,42,0,0,0.1133,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_05,231,42,1,0,0,42,0,0,0.1007,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_13,262,42,1,0,0,38,0,0,0.0919,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_26,255,42,1,0,0,42,0,0,0.1277,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_14,V2,42,1,0,0,38,0,0,0.0351,19.74
4,味部,其他,110313486,芥辣捞起鹅肠肚,2014_09_01,258,28,1,0,0,28,0,0,0.0725,15.96
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_11,282,42,1,0,0,42,0,0,0.125,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_05,256,42,1,0,0,42,0,0,0.1007,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_05,262,42,1,0,0,42,0,0,0.1007,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_28,加8,42,1,0,0,42,0,0,0.1519,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_21,V11,42,1,0,0,42,0,0,0.057,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_05,122,42,1,0,0,42,0,0,0.1007,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_23,283,42,2,0,0,84,0,0,0.2055,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_11,加9,42,1,0,0,42,0,0,0.125,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_24,V10,42,2,0,0,84,0,0,0.2443,19.74
2,中厨,其他,110313408,美极鱿鱼筒,2014_09_06,226,42,1,0,0,42,0,0,0.057,19.74
2,中厨,中厨,110309373,焖鸡1只,2014_09_19,V3,78,1,0,0,88,0,0,0.2085,25.74
2,中厨,中厨,110309373,焖鸡半只,2014_09_04,V11,39,1,0,0,50,0,0,0.1267,21.06
2,中厨,中厨,110309373,焖鸡半只,2014_09_24,V12,39,1,0,0,45,0,0,0.1309,21.06
2,中厨,中厨,110309373,焖鸡半只,2014_09_24,V11,39,1,0,0,45,0,0,0.1309,21.06
2,中厨,中厨,110309373,焖鸡半只,2014_09_11,V10,39,2,0,0,90,0,0,0.2679,21.06
2,中厨,其他,110313921,辣妹盐刷虾,2014_09_01,258,58,1,0,0,32,0,0,0.0829,17.82
2,中厨,中厨,110309373,焖鸡半只一齐焖,2014_09_05,V6,39,1,0,0,48,0,0,0.115,18.72
4,中厨,中厨,110309373,焖扇鸡半只,2014_09_04,V2,99,1,0,0,118,0,0,0.299,29.7
2,中厨,其他,110313622,秘制鲍汁扣鳄鱼尾,2014_09_09,286,198,1,0,0,58,0,0,0.1492,87.12
2,中厨,其他,110313622,秘制鲍汁扣鳄鱼尾,2014_09_26,V7,198,1,0,0,198,0,0,0.6022,87.12
2,中厨,其他,110313622,秘制鲍汁扣鳄鱼尾,2014_09_24,V13,198,1,0,0,198,0,0,0.5759,87.12
2,中厨,其他,110313622,秘制鲍汁扣鳄鱼尾,2014_09_22,293,198,1,0,0,58,0,0,0.1525,87.12
2,中厨,其他,110313622,秘制鲍汁扣鳄鱼尾,2014_09_25,V10,198,2,0,-1,116,0,-198,0.3303,87.12
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_07,212,78,1,0,0,78,0,0,0.1316,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_12,232,78,1,0,0,72,0,0,0.1761,40.56
2,味部,其他,110313403,秘制德国咸猪手,2014_09_19,加9,78,1,0,0,78,0,0,0.1848,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_08,加8,78,1,0,0,78,0,0,0.2104,40.56
2,味部,其他,110313403,秘制德国咸猪手,2014_09_19,291,78,1,0,0,78,0,0,0.1848,40.56
4,味部,其他,110313482,乐膳真味鸡/半只,2014_09_01,258,45,1,0,0,45,0,0,0.1166,17.1
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_28,V11,78,1,0,0,78,0,0,0.282,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_05,V9,78,2,0,0,156,0,0,0.3739,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_26,V13,78,1,0,0,78,0,0,0.2372,40.56
2,味部,其他,110313403,秘制德国咸猪手,2014_09_19,V7,78,1,0,-1,72,0,-78,0.1706,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_22,261,78,1,0,0,78,0,0,0.2051,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_04,V9,78,2,0,0,156,0,0,0.3953,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_21,加1,78,1,0,0,78,0,0,0.1059,40.56
2,味部,其他,110313403,秘制德国咸猪手,2014_09_20,V13,78,1,0,0,78,0,0,0.1887,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_10,V10,78,2,0,0,156,0,0,0.549,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_23,281,78,1,0,0,72,0,0,0.1761,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_03,V9,78,1,0,0,78,0,0,0.1935,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_25,V6,78,1,0,0,78,0,0,0.2221,40.56
2,中厨,其他,110313600,凉瓜焖三文鱼骨,2014_09_01,258,38,1,0,0,16.8,0,0,0.0435,15.96
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_04,V11,78,1,0,0,78,0,0,0.1976,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_30,V11,78,1,0,0,78,0,0,0.282,40.56
2,味部,其他,110313403,秘制德国咸猪手,2014_09_20,V8,78,1,0,0,78,0,0,0.1887,40.56
2,中厨,其他,110313537,上汤水东芥,2014_09_01,258,30,1,0,0,28,0,0,0.0725,13.2
2,味部,其他,110313403,秘制德国咸猪手,2014_09_19,V10,78,2,0,0,156,0,0,0.3697,40.56
2,味部,其他,110313403,秘制德国咸猪手,2014_09_17,265,78,1,0,0,78,0,0,0.298,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_29,V6,78,1,0,0,72,0,0,0.264,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_09,V6,78,1,0,0,72,0,0,0.1853,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_08,V12,78,1,0,0,78,0,0,0.2104,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_08,V6,78,1,0,0,78,0,0,0.2104,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_21,V8,78,1,0,0,78,0,0,0.1059,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_29,V12,78,1,0,0,78,0,0,0.286,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_21,V5,78,1,0,0,78,0,0,0.1059,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_07,266,78,1,0,0,78,0,0,0.1316,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_23,V1,78,1,0,0,78,0,0,0.1908,40.56
2,味部,其他,110313403,秘制德国咸猪手,2014_09_15,263,78,1,0,0,78,0,0,0.1848,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_09,236,78,1,0,0,72,0,0,0.1853,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_21,V6,78,1,0,0,78,0,0,0.1059,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_18,V7,78,1,0,0,72,0,0,0.1215,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_09,V2,78,1,0,0,78,0,0,0.2007,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_23,V15,78,1,0,0,78,0,0,0.1908,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_22,V6,78,1,0,0,78,0,0,0.2051,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_05,V12,78,1,0,0,78,0,0,0.1869,40.56
2,中厨,其他,110313403,秘制德国咸猪手,2014_09_09,V5,78,1,0,0,78,0,0,0.2007,40.56
4,中厨,其他,110313414,秘制黑叉烧,2014_09_09,231,42,1,0,0,45,0,0,0.1158,19.32
4,中厨,其他,110313414,秘制黑叉烧,2014_09_21,V15,42,1,0,0,45,0,0,0.0611,19.32
4,味部,其他,110313928,鸳鸯萝卜双丸煲,2014_09_01,258,38,1,0,0,1,0,0,0.0026,18.24
